City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Uralets,RU,2021-02-07 22:30:21,57.6614,59.6497,-6.3,91,100,11.65
292,Bagdarin,RU,2021-02-07 22:30:22,54.4333,113.6,-7.22,85,100,2.04
293,Manicore,BR,2021-02-07 22:30:22,-5.8092,-61.3003,84.2,79,0,3.44
294,Quatre Cocos,MU,2021-02-07 22:30:23,-20.2078,57.7625,80.6,74,20,8.05
295,Boralday,KZ,2021-02-07 22:30:23,43.3578,76.8594,33.8,86,75,2.24
296,Muncar,ID,2021-02-07 22:30:23,-8.4333,114.3333,76.03,90,100,3.78
297,Moindou,NC,2021-02-07 22:30:23,-21.6924,165.677,80.6,74,0,3.44
298,Puerto Madryn,AR,2021-02-07 22:30:18,-42.7692,-65.0385,60.39,57,3,14.41
299,Klaksvik,FO,2021-02-07 22:30:20,62.2266,-6.589,35.6,64,20,16.11
300,Cockburn Town,TC,2021-02-07 22:27:29,21.4612,-71.1419,80.6,69,20,9.22
301,Banos,EC,2021-02-07 22:30:24,-1.4,-78.4167,77.0,73,40,4.61
302,Flin Flon,CA,2021-02-07 22:30:24,54.7682,-101.865,-25.6,56,1,13.8
303,Oktyabrskoye,RU,2021-02-07 22:29:47,43.0645,44.7417,26.6,100,95,11.18
304,Balabac,PH,2021-02-07 22:30:25,7.9868,117.0645,80.31,81,98,7.11
305,Yantal,RU,2021-02-07 22:30:25,56.8471,105.2542,19.18,92,99,5.64
306,Evensk,RU,2021-02-07 22:30:25,61.95,159.2333,14.65,92,100,36.04
307,Lubumbashi,CD,2021-02-07 22:30:25,-11.6609,27.4794,65.64,97,100,7.14
308,Saint-Pierre,RE,2021-02-07 22:30:25,-21.3393,55.4781,80.6,69,90,3.44
309,Virginia Beach,US,2021-02-07 22:30:25,36.8529,-75.978,41.0,75,90,14.97
310,Gobabis,NA,2021-02-07 22:30:26,-22.45,18.9667,67.69,77,13,13.47
311,Tottori,JP,2021-02-07 22:29:21,35.5,134.2333,39.2,87,75,20.71
312,Feldkirchen An Der Donau,AT,2021-02-07 22:30:26,48.3452,14.0513,33.01,100,75,2.3
313,Kropotkin,RU,2021-02-07 22:30:26,45.4375,40.5756,24.62,98,100,4.32
314,Tuatapere,NZ,2021-02-07 22:30:26,-46.1333,167.6833,66.24,58,100,6.69
315,Zhigansk,RU,2021-02-07 22:30:26,66.7697,123.3711,-32.42,77,8,3.51
316,Alausi,EC,2021-02-07 22:30:27,-2.2,-78.8333,54.18,92,84,4.59
317,Carnwath,GB,2021-02-07 22:30:27,55.7004,-3.6258,33.01,77,73,11.99
318,Lhokseumawe,ID,2021-02-07 22:30:27,5.1801,97.1507,76.84,83,52,4.21
319,Iqaluit,CA,2021-02-07 22:25:48,63.7506,-68.5145,30.2,74,90,14.97
320,Abnub,EG,2021-02-07 22:30:17,27.2696,31.1511,57.2,72,0,6.91
321,Reconquista,AR,2021-02-07 22:30:27,-29.15,-59.65,78.08,41,0,6.49
322,Yamachiche,CA,2021-02-07 22:30:28,46.2668,-72.8324,26.6,68,100,4.61
323,Arman,RU,2021-02-07 22:30:28,59.7,150.1667,11.39,85,100,17.11
324,Acarau,BR,2021-02-07 22:30:28,-2.8856,-40.12,80.47,79,0,14.74
325,Yar-Sale,RU,2021-02-07 22:30:28,66.8333,70.8333,-11.13,89,100,23.22
326,Shenkursk,RU,2021-02-07 22:30:28,62.1091,42.896,-20.31,86,65,7.11
327,Taitung,TW,2021-02-07 22:30:29,22.7583,121.1444,64.4,82,20,5.75
328,Vestmanna,FO,2021-02-07 22:30:29,62.1564,-7.1664,35.6,64,20,16.11
329,Marawi,PH,2021-02-07 22:30:29,7.9986,124.2928,73.99,96,100,1.01
330,Senneterre,CA,2021-02-07 22:30:29,48.3835,-77.2328,10.4,72,75,4.61
331,Belmonte,BR,2021-02-07 22:30:30,-15.8631,-38.8828,78.8,78,75,10.36
332,Te Anau,NZ,2021-02-07 22:30:30,-45.4167,167.7167,64.33,60,100,2.84
333,El Vendrell,ES,2021-02-07 22:30:31,41.2167,1.5333,53.01,100,28,7.0
334,Kamaishi,JP,2021-02-07 22:30:32,39.2667,141.8833,26.46,86,3,15.28
335,Berezovyy,RU,2021-02-07 22:30:32,51.6667,135.7,0.37,84,100,5.12
336,Gat,IL,2021-02-07 22:30:33,31.61,34.7642,57.0,89,22,2.93
337,Kurilsk,RU,2021-02-07 22:30:33,45.2333,147.8833,15.69,91,100,16.64
338,Hit,IQ,2021-02-07 22:30:33,33.6416,42.8251,56.84,64,0,5.99
339,Kjollefjord,NO,2021-02-07 22:30:33,70.9457,27.3465,24.8,74,40,32.21
340,Valparaiso,CL,2021-02-07 22:27:09,-33.0393,-71.6273,66.2,63,0,6.91
341,Sulangan,PH,2021-02-07 22:30:34,11.1373,123.7228,79.56,85,100,21.32
342,Haines Junction,CA,2021-02-07 22:30:34,60.7522,-137.5108,-9.4,49,22,2.3
343,Yerkoy,TR,2021-02-07 22:30:34,39.6381,34.4672,49.96,49,71,4.88
344,Iaciara,BR,2021-02-07 22:30:34,-14.0958,-46.6317,67.3,97,100,6.91
345,Bhimunipatnam,IN,2021-02-07 22:30:34,17.8833,83.4333,73.4,83,22,2.3
346,Merritt Island,US,2021-02-07 22:30:35,28.5392,-80.672,71.6,77,75,9.22
347,Esperance,AU,2021-02-07 22:30:35,-33.8667,121.9,62.6,88,26,8.05
348,Poum,NC,2021-02-07 22:30:35,-20.2333,164.0167,80.55,68,47,6.58
349,Kayiry,UA,2021-02-07 22:30:35,46.9454,33.7059,24.13,95,100,14.0
350,Hastings,GB,2021-02-07 22:30:36,50.8552,0.5729,30.0,87,97,4.0
351,Benjamin Aceval,PY,2021-02-07 22:30:36,-24.9667,-57.5667,87.8,42,0,6.91
352,Leningradskiy,RU,2021-02-07 22:30:37,69.3833,178.4167,-14.75,83,0,7.63
353,Bitung,ID,2021-02-07 22:30:37,1.4451,125.1824,75.2,94,75,2.3
354,Crestview,US,2021-02-07 22:30:24,30.7621,-86.5705,57.99,54,1,3.44
355,Coihaique,CL,2021-02-07 22:30:37,-45.5752,-72.0662,78.8,29,0,8.05
356,Codrington,AU,2021-02-07 22:27:52,-38.2667,141.9667,57.81,68,100,11.7
357,Klyuchi,RU,2021-02-07 22:30:37,52.2667,79.1667,13.14,94,32,9.28
358,Kieta,PG,2021-02-07 22:30:37,-6.2167,155.6333,85.78,67,33,5.73
359,Shizunai,JP,2021-02-07 22:30:38,42.3339,142.3669,21.9,91,80,13.42
360,Coolum Beach,AU,2021-02-07 22:30:38,-26.5333,153.1,78.01,83,62,4.0
361,Sao Filipe,CV,2021-02-07 22:30:38,14.8961,-24.4956,69.37,73,100,13.06
362,Bretzfeld,DE,2021-02-07 22:30:38,49.1794,9.4383,39.0,100,90,4.61
363,Makungu,TZ,2021-02-07 22:30:38,-8.7333,35.2833,65.41,90,100,2.59
364,Quang Ngai,VN,2021-02-07 22:30:38,15.1167,108.8,70.14,83,96,3.02
365,Praya,CV,2021-02-07 22:30:39,14.9215,-23.5087,68.0,64,40,21.85
366,Berlin,DE,2021-02-07 22:27:10,52.5244,13.4105,23.0,58,100,21.85
367,Sokoni,TZ,2021-02-07 22:30:39,-6.4333,39.55,82.4,78,20,6.91
368,Campo Maior,BR,2021-02-07 22:25:45,-4.8278,-42.1686,82.8,64,65,4.88
369,Lakes Entrance,AU,2021-02-07 22:30:39,-37.8811,147.981,63.0,59,13,1.01
370,Falam,MM,2021-02-07 22:30:39,22.9167,93.6833,43.23,83,37,3.31
371,Grindavik,IS,2021-02-07 22:30:40,63.8424,-22.4338,32.0,69,0,13.8
372,Karpathos,GR,2021-02-07 22:30:40,35.507,27.2132,62.6,88,72,16.11
373,Xichang,CN,2021-02-07 22:30:40,27.8964,102.2634,44.92,72,93,3.94
374,Vangaindrano,MG,2021-02-07 22:30:40,-23.35,47.6,76.66,92,86,5.95
375,Nouakchott,MR,2021-02-07 22:30:40,18.0858,-15.9785,66.2,27,0,8.05
376,Luanda,AO,2021-02-07 22:27:11,-8.8368,13.2343,78.8,83,20,5.75
377,Kirakira,SB,2021-02-07 22:30:41,-10.4544,161.9205,84.87,69,26,7.58
378,Komsomolskiy,UZ,2021-02-07 22:30:41,40.4272,71.7189,39.2,81,99,4.61
379,La Palma,US,2021-02-07 22:30:41,33.8464,-118.0467,73.0,52,1,4.61
380,Costinesti,RO,2021-02-07 22:30:41,43.95,28.6333,45.0,100,90,8.05
381,Ojinaga,MX,2021-02-07 22:30:41,29.5667,-104.4167,75.2,9,1,4.18
382,Unhel,IN,2021-02-07 22:30:42,23.3333,75.5667,54.34,40,0,5.41
383,Hervey Bay,AU,2021-02-07 22:30:30,-25.2986,152.8535,81.0,85,30,5.01
384,Wewak,PG,2021-02-07 22:30:42,-3.5534,143.6268,79.84,79,98,5.75
385,Airai,TL,2021-02-07 22:30:42,-8.9266,125.4092,63.54,100,100,2.28
386,Qinhuangdao,CN,2021-02-07 22:30:42,39.9317,119.5883,21.81,80,0,4.05
387,Wangaratta,AU,2021-02-07 22:30:42,-36.3667,146.3333,64.4,63,7,6.91
388,Billings,US,2021-02-07 22:30:43,45.7833,-108.5007,1.0,65,75,6.91
389,Christchurch,NZ,2021-02-07 22:30:09,-43.5333,172.6333,75.99,53,20,4.61
390,Rauma,FI,2021-02-07 22:30:44,61.1272,21.5113,21.2,86,0,6.91
391,Japaratuba,BR,2021-02-07 22:30:44,-10.5933,-36.9403,80.6,78,20,13.8
392,Gravdal,NO,2021-02-07 22:30:44,68.1214,13.5031,30.2,80,40,8.05
393,Haapiti,PF,2021-02-07 22:30:45,-17.5667,-149.8667,86.0,70,20,6.91
394,Northam,GB,2021-02-07 22:30:45,51.0333,-4.2167,35.01,73,31,14.0
395,Fairbanks,US,2021-02-07 22:30:32,64.8378,-147.7164,-7.01,76,1,2.06
396,Vila Velha,BR,2021-02-07 22:28:08,-20.3297,-40.2925,70.0,94,90,3.44
397,Finote Selam,ET,2021-02-07 22:30:45,10.7,37.2667,53.94,42,0,3.22
398,Pangnirtung,CA,2021-02-07 22:26:36,66.1451,-65.7125,33.8,44,20,16.11
399,Goderich,CA,2021-02-07 22:30:09,43.7501,-81.7165,12.2,67,100,14.97
400,Matay,EG,2021-02-07 22:30:46,28.419,30.7792,56.01,46,0,4.23
401,Pangody,RU,2021-02-07 22:30:46,65.85,74.4859,2.17,94,100,17.05
402,Mount Gambier,AU,2021-02-07 22:30:46,-37.8333,140.7667,57.2,67,90,10.36
403,Mitsamiouli,KM,2021-02-07 22:30:46,-11.3847,43.2844,82.45,78,85,10.33
404,Katsuura,JP,2021-02-07 22:30:46,35.1333,140.3,44.6,49,75,12.66
405,Gonc,HU,2021-02-07 22:30:47,48.4667,21.2833,33.01,93,40,9.22
406,Mbigou,GA,2021-02-07 22:30:47,-1.9005,11.906,67.48,97,98,2.19
407,Isangel,VU,2021-02-07 22:30:47,-19.55,169.2667,82.02,66,14,4.83
408,Vanimo,PG,2021-02-07 22:30:47,-2.6741,141.3028,80.67,78,100,4.36
409,Takaka,NZ,2021-02-07 22:30:47,-40.85,172.8,66.99,84,37,1.99
410,Shimoda,JP,2021-02-07 22:29:26,34.6667,138.95,43.0,64,7,1.01
411,Port Macquarie,AU,2021-02-07 22:30:48,-31.4333,152.9167,75.99,68,100,1.99
412,Jonesboro,US,2021-02-07 22:26:45,35.8423,-90.7043,26.6,74,90,14.97
413,Huangcun,CN,2021-02-07 22:30:48,30.0145,118.4037,46.71,89,100,5.86
414,Mantua,IT,2021-02-07 22:26:41,45.1667,10.7833,48.99,96,63,2.15
415,Sao Joao Da Barra,BR,2021-02-07 22:30:48,-21.6403,-41.0511,71.6,100,90,4.61
416,Saint-Francois,FR,2021-02-07 22:30:48,46.4154,3.9054,39.2,87,90,4.61
417,Bandar-E Lengeh,IR,2021-02-07 22:29:02,26.5579,54.8807,64.4,82,0,4.61
418,Callaway,US,2021-02-07 22:30:49,30.153,-85.5699,55.4,71,90,8.05
419,Madzhalis,RU,2021-02-07 22:30:49,42.1217,47.8333,36.45,83,100,4.68
420,Urumqi,CN,2021-02-07 22:30:49,43.801,87.6005,12.2,92,100,4.47
421,Charters Towers,AU,2021-02-07 22:30:49,-20.1,146.2667,83.08,70,100,10.13
422,Xiantao,CN,2021-02-07 22:30:49,30.3833,113.4,46.06,74,100,12.82
423,Agirish,RU,2021-02-07 22:30:49,61.9247,63.0231,-15.02,89,100,8.52
424,Esmeraldas,BR,2021-02-07 22:30:49,-19.7625,-44.3139,64.4,94,90,14.97
425,Sorland,NO,2021-02-07 22:30:50,67.667,12.6934,30.2,80,40,8.05
426,Pergamino,AR,2021-02-07 22:30:50,-33.89,-60.5736,87.01,51,0,1.99
427,Portobelo,PA,2021-02-07 22:30:50,9.55,-79.65,84.0,99,21,10.94
428,Ashqelon,IL,2021-02-07 22:26:40,31.6693,34.5715,57.0,94,0,2.3
429,Lasa,IT,2021-02-07 22:27:53,46.6166,10.7002,39.2,93,90,5.75
430,Cravo Norte,CO,2021-02-07 22:30:51,6.3017,-70.2041,88.99,44,100,7.61
431,Srednekolymsk,RU,2021-02-07 22:29:32,67.45,153.6833,-10.43,83,97,3.58
432,Taua,BR,2021-02-07 22:30:51,-5.9667,-40.3,81.01,42,16,5.26
433,Lezajsk,PL,2021-02-07 22:30:52,50.2626,22.4193,21.99,86,90,16.11
434,Bilma,NE,2021-02-07 22:30:52,18.6853,12.9164,68.04,21,100,8.97
435,Makakilo City,US,2021-02-07 22:30:53,21.3469,-158.0858,78.8,41,20,8.05
436,Maceio,BR,2021-02-07 22:30:14,-9.6658,-35.7353,78.8,83,0,10.36
437,San Angelo,US,2021-02-07 22:29:31,31.4638,-100.437,72.0,21,1,16.11
438,Dakar,SN,2021-02-07 22:30:53,14.6937,-17.4441,66.2,72,0,10.36
439,Odesskoye,RU,2021-02-07 22:30:53,54.2111,72.9651,10.15,95,98,13.51
440,Vila Franca Do Campo,PT,2021-02-07 22:29:06,37.7167,-25.4333,57.2,77,20,6.91
441,Suntar,RU,2021-02-07 22:30:54,62.1444,117.6319,1.63,93,100,7.05
442,Mushie,CD,2021-02-07 22:30:54,-3.0167,16.9,74.1,88,46,2.59
443,Ambulu,ID,2021-02-07 22:30:54,-8.345,113.6058,76.06,88,97,2.19
444,Ancud,CL,2021-02-07 22:30:54,-41.8697,-73.8203,75.0,43,0,5.01
445,Colares,PT,2021-02-07 22:30:54,38.7992,-9.4469,57.99,98,97,24.47
446,Tual,ID,2021-02-07 22:28:13,-5.6667,132.75,83.52,78,100,18.7
447,Banda Aceh,ID,2021-02-07 22:30:54,5.5577,95.3222,78.28,80,37,7.58
448,Ilek,RU,2021-02-07 22:30:55,51.5271,53.3831,-7.74,89,88,13.35
449,Orange Cove,US,2021-02-07 22:30:55,36.6244,-119.3137,66.0,48,1,5.75
450,Ville-Marie,CA,2021-02-07 22:30:55,47.3335,-79.433,10.4,52,75,10.36
451,Gumdag,TM,2021-02-07 22:30:55,39.2061,54.5906,45.61,87,84,11.68
452,Naze,JP,2021-02-07 22:30:55,28.3667,129.4833,59.0,67,20,5.75
453,Mehamn,NO,2021-02-07 22:30:55,71.0357,27.8492,24.8,74,40,32.21
454,Zhangye,CN,2021-02-07 22:28:49,38.9342,100.4517,26.89,72,71,1.63
455,Ales,FR,2021-02-07 22:30:56,44.1333,4.0833,41.0,87,0,4.61
456,Benguela,AO,2021-02-07 22:30:56,-12.5763,13.4055,76.84,72,100,2.48
457,Marsa Matruh,EG,2021-02-07 22:30:56,31.3525,27.2453,53.6,87,0,6.91
458,Dordrecht,NL,2021-02-07 22:30:56,51.81,4.6736,24.01,91,100,10.0
459,Minab,IR,2021-02-07 22:30:56,27.1467,57.0801,64.4,82,20,4.61
460,Kedrovyy,RU,2021-02-07 22:30:57,56.1667,91.8167,32.0,80,40,8.95
461,Bignona,SN,2021-02-07 22:30:57,12.8103,-16.2264,73.4,53,0,10.31
462,Pemba,MZ,2021-02-07 22:30:57,-12.974,40.5178,80.6,89,75,4.61
463,Tommot,RU,2021-02-07 22:30:58,58.9564,126.2925,-26.12,79,0,1.32
464,Borzya,RU,2021-02-07 22:30:58,50.3833,116.5167,-13.7,85,0,2.24
465,Jiangyou,CN,2021-02-07 22:30:58,31.7667,104.7167,47.52,59,57,1.86
466,Ewa Beach,US,2021-02-07 22:27:11,21.3156,-158.0072,78.8,41,20,8.05
467,Prainha,BR,2021-02-07 22:30:58,-1.8,-53.48,83.05,57,40,2.53
468,Olutanga,PH,2021-02-07 22:30:58,7.3106,122.8464,80.33,82,100,11.81
469,Fez,MA,2021-02-07 22:27:00,34.0372,-4.9998,48.2,87,40,5.75
470,Pampa,US,2021-02-07 22:30:59,35.5362,-100.9599,46.4,61,1,17.27
471,Noumea,NC,2021-02-07 22:26:05,-22.2763,166.4572,81.0,74,0,3.44
472,Qarchi Gak,AF,2021-02-07 22:30:59,37.04,66.7889,51.8,58,75,5.75
473,Sept-Iles,CA,2021-02-07 22:31:00,50.2001,-66.3821,19.4,68,38,5.75
474,Kaeo,NZ,2021-02-07 22:31:00,-35.1,173.7833,69.01,76,36,7.0
475,Saint Anthony,US,2021-02-07 22:31:00,45.0205,-93.218,-2.2,45,1,6.91
476,Zdvinsk,RU,2021-02-07 22:31:00,54.7021,78.661,9.36,94,99,14.76
477,Rio Gallegos,AR,2021-02-07 22:30:28,-51.6226,-69.2181,66.2,42,0,20.71
478,Kuytun,RU,2021-02-07 22:31:00,54.3419,101.5036,10.63,92,78,3.04
479,North Platte,US,2021-02-07 22:31:01,41.1239,-100.7654,3.2,78,90,10.36
480,Koltubanovskiy,RU,2021-02-07 22:31:01,52.9407,52.0269,-6.72,89,99,12.08
481,Kalmunai,LK,2021-02-07 22:26:12,7.4167,81.8167,76.75,88,32,9.48
482,Asau,RO,2021-02-07 22:29:16,46.4333,26.4,30.0,73,97,2.24
483,Kaberamaido,UG,2021-02-07 22:31:01,1.7389,33.1594,72.39,27,65,5.48
484,Ponta Delgada,PT,2021-02-07 22:31:01,37.7333,-25.6667,57.2,77,20,6.91
485,Pasni,PK,2021-02-07 22:31:02,25.2631,63.471,65.88,48,0,9.17
486,Talnakh,RU,2021-02-07 22:31:02,69.4865,88.3972,-19.52,75,15,2.39
487,Pekan,MY,2021-02-07 22:31:02,3.4836,103.3996,73.4,94,20,2.3
488,Kabwe,ZM,2021-02-07 22:31:02,-14.4469,28.4464,66.63,98,100,3.91
489,Bajil,YE,2021-02-07 22:31:02,15.0584,43.2851,72.18,74,68,5.21
490,Axim,GH,2021-02-07 22:31:03,4.8699,-2.2405,80.19,88,52,10.33
491,Vila Do Maio,CV,2021-02-07 22:31:03,15.1333,-23.2167,68.0,64,40,21.85
492,Key West,US,2021-02-07 22:31:03,24.5557,-81.7826,78.8,88,1,6.91
493,Khani,GE,2021-02-07 22:31:04,41.9563,42.9566,44.6,93,75,5.75
494,Fort-Shevchenko,KZ,2021-02-07 22:31:05,44.5086,50.263,29.73,85,96,14.61
495,Lewistown,US,2021-02-07 22:31:05,40.5992,-77.5714,33.01,46,1,5.75
496,Otuzco,PE,2021-02-07 22:31:05,-7.9,-78.5833,73.4,83,0,9.22
497,Tupsan,PH,2021-02-07 22:31:05,9.1992,124.7769,74.73,93,100,0.96
498,Thinadhoo,MV,2021-02-07 22:31:05,0.5333,72.9333,81.55,73,29,7.07
499,Kununurra,AU,2021-02-07 22:31:05,-15.7667,128.7333,78.8,70,77,3.44
500,Bonavista,CA,2021-02-07 22:31:06,48.6499,-53.1147,30.99,68,0,12.66
501,Mahibadhoo,MV,2021-02-07 22:31:06,3.7833,72.9667,80.89,76,5,14.34
502,Lata,PT,2021-02-07 22:28:50,40.1629,-8.3327,57.0,94,100,3.0
503,Matara,LK,2021-02-07 22:28:55,5.9485,80.5353,74.14,90,17,5.19
504,Skjervoy,NO,2021-02-07 22:31:06,70.0311,20.9714,29.01,90,100,15.82
505,Atar,MR,2021-02-07 22:29:26,20.5169,-13.0499,60.89,33,0,9.53
506,Lusambo,CD,2021-02-07 22:31:07,-4.9667,23.45,69.51,92,100,0.58
507,Leh,IN,2021-02-07 22:31:07,34.1667,77.5833,11.23,57,4,1.32
508,Boa Vista,BR,2021-02-07 22:31:07,2.8197,-60.6733,84.2,61,40,6.91
509,Nome,US,2021-02-07 22:31:07,64.5011,-165.4064,-0.99,84,1,3.44
510,Beitbridge,ZW,2021-02-07 22:31:07,-22.2167,30.0,78.46,56,94,7.94
511,Moose Factory,CA,2021-02-07 22:31:07,51.2585,-80.6094,-9.4,70,90,10.36
512,Otjiwarongo,NA,2021-02-07 22:31:08,-20.4637,16.6477,71.44,48,66,7.74
513,Coahuayana,MX,2021-02-07 22:30:36,18.7333,-103.6833,78.8,57,40,6.91
514,Sokolo,ML,2021-02-07 22:31:08,14.7328,-6.1219,73.87,20,100,11.23
515,Portland,US,2021-02-07 22:27:40,45.5234,-122.6762,48.99,57,75,12.66
516,Keti Bandar,PK,2021-02-07 22:29:41,24.1447,67.4497,67.17,49,0,9.71
517,Metaxades,GR,2021-02-07 22:31:08,41.4204,26.225,56.91,79,100,19.84
518,Majene,ID,2021-02-07 22:31:09,-3.5403,118.9707,78.28,84,98,2.28
519,Kitgum,UG,2021-02-07 22:28:28,3.2783,32.8867,69.87,24,25,2.48
520,Kungurtug,RU,2021-02-07 22:31:09,50.5994,97.5228,4.3,84,53,1.72
521,Tiznit,MA,2021-02-07 22:30:37,29.5833,-9.5,51.37,85,91,2.95
522,Dunedin,NZ,2021-02-07 22:27:39,-45.8742,170.5036,61.0,88,98,1.01
523,Cody,US,2021-02-07 22:31:09,44.5263,-109.0565,3.0,71,90,3.44
524,Ordzhonikidze,KZ,2021-02-07 22:31:09,52.4411,61.7408,-4.02,89,49,12.44
525,Concarneau,FR,2021-02-07 22:31:10,47.875,-3.9225,37.4,87,90,8.05
526,Massakory,TD,2021-02-07 22:31:10,12.996,15.7293,68.76,21,0,10.69
527,Itarema,BR,2021-02-07 22:31:10,-2.9248,-39.9167,80.6,78,0,13.89
528,Hamilton,US,2021-02-07 22:28:03,39.1834,-84.5333,23.0,33,75,5.75
529,Biltine,TD,2021-02-07 22:31:11,14.5333,20.9167,66.99,23,18,14.09
530,Notodden,NO,2021-02-07 22:31:11,59.5594,9.2585,10.0,85,0,1.01
531,Socorro,US,2021-02-07 22:31:12,31.6546,-106.3033,71.6,10,1,11.5
532,Harper,LR,2021-02-07 22:31:12,4.375,-7.7169,79.36,88,94,8.59
533,Waipawa,NZ,2021-02-07 22:31:12,-41.4122,175.5153,70.0,64,75,21.85
534,Rundu,NA,2021-02-07 22:31:12,-17.9333,19.7667,68.47,92,100,7.49
535,Porto Novo,BJ,2021-02-07 22:31:12,6.4965,2.6036,84.2,84,40,12.66
536,Calabozo,VE,2021-02-07 22:31:13,8.9242,-67.4293,87.53,44,99,7.58
537,Talaya,RU,2021-02-07 22:31:13,61.3833,152.75,-8.64,88,100,8.63
538,Lagoa,PT,2021-02-07 22:27:10,39.05,-27.9833,57.85,76,97,18.97
539,Escuinapa,MX,2021-02-07 22:31:13,22.85,-105.8,77.0,29,20,4.61
540,Paripiranga,BR,2021-02-07 22:31:13,-10.6875,-37.8617,73.89,80,94,13.51
541,Pyapon,MM,2021-02-07 22:28:14,16.2833,95.6833,72.82,62,41,9.42
542,Baruun-Urt,MN,2021-02-07 22:31:14,46.6806,113.2792,-4.13,87,68,9.86
543,Dubbo,AU,2021-02-07 22:31:14,-32.25,148.6167,71.6,64,5,16.11
544,La Rioja,ES,2021-02-07 22:31:14,42.25,-2.5,41.0,93,0,4.61
545,Conceicao Da Barra,BR,2021-02-07 22:31:02,-18.5933,-39.7322,75.13,91,100,5.5
546,Marsabit,KE,2021-02-07 22:31:14,2.3284,37.9899,72.28,56,84,7.43
547,Grootfontein,NA,2021-02-07 22:31:15,-19.5667,18.1167,66.2,100,87,1.14
548,Nemuro,JP,2021-02-07 22:31:15,43.3236,145.575,13.98,86,7,7.63
549,El Retorno,CO,2021-02-07 22:31:15,2.3302,-72.6276,77.07,90,96,0.81
550,Mlandizi,TZ,2021-02-07 22:31:15,-6.7,38.7333,82.4,83,40,13.8
551,Batemans Bay,AU,2021-02-07 22:27:50,-35.7167,150.1833,64.99,72,38,1.01
552,Taonan,CN,2021-02-07 22:31:16,45.3333,122.7833,-3.32,86,0,4.5
553,Weyburn,CA,2021-02-07 22:30:09,49.6668,-103.8511,-16.6,69,63,8.05
554,Kisangani,CD,2021-02-07 22:31:16,0.5167,25.2,69.12,52,93,1.88
555,Yatou,CN,2021-02-07 22:31:16,37.15,122.3833,26.85,84,0,11.27
556,Kamenka,RU,2021-02-07 22:31:16,51.3223,42.7678,-8.01,91,9,9.08
557,La Perla,MX,2021-02-07 22:31:17,18.9333,-97.1333,62.87,75,29,4.59
558,Alpena,US,2021-02-07 22:31:17,45.0617,-83.4327,10.99,52,75,8.05
559,Touros,BR,2021-02-07 22:31:17,-5.1989,-35.4608,82.4,78,20,13.8
560,Nileshwar,IN,2021-02-07 22:31:17,12.25,75.1,72.81,50,22,6.42
561,Raudeberg,NO,2021-02-07 22:29:42,61.9875,5.1352,25.0,52,0,6.46
562,Aktau,KZ,2021-02-07 22:31:18,43.65,51.2,30.2,74,40,11.18
563,Zalantun,CN,2021-02-07 22:31:18,48.0,122.7167,-10.39,82,0,7.0
564,Nokaneng,BW,2021-02-07 22:31:19,-19.6667,22.2667,69.58,90,100,10.58
565,Faya,SA,2021-02-07 22:31:19,18.3851,42.4509,55.4,47,0,9.22
566,Marataizes,BR,2021-02-07 22:31:19,-21.0433,-40.8244,71.51,96,100,6.69
567,Erdenet,MN,2021-02-07 22:31:20,49.0333,104.0833,6.51,85,0,4.56
568,Siniscola,IT,2021-02-07 22:31:20,40.5719,9.6922,51.8,82,20,11.5
569,Lavrentiya,RU,2021-02-07 22:29:36,65.5833,-171.0,-8.97,85,0,8.01
570,Westport,US,2021-02-07 22:29:07,41.1415,-73.3579,32.0,86,90,6.91
571,Sa Kaeo,TH,2021-02-07 22:31:20,13.75,102.3333,72.82,81,32,4.83
572,Nauta,PE,2021-02-07 22:31:20,-4.5061,-73.5757,79.54,87,100,1.3
573,Alekseyevskaya,RU,2021-02-07 22:31:20,50.2896,42.1845,6.01,74,0,7.96
574,Camden,US,2021-02-07 22:31:20,39.7835,-74.9663,35.01,96,100,7.45
575,Santiago Del Estero,AR,2021-02-07 22:31:21,-27.7951,-64.2615,91.0,37,0,5.99
576,Padang,ID,2021-02-07 22:31:21,-0.9492,100.3543,75.2,88,20,2.3
577,Privolzhye,RU,2021-02-07 22:31:21,52.8649,48.6044,-5.58,88,3,12.66
578,Svetlyy,RU,2021-02-07 22:29:02,54.675,20.1347,5.0,85,0,11.18
579,Nosy Varika,MG,2021-02-07 22:31:22,-20.5833,48.5333,78.75,84,92,11.23
580,Belyy Yar,RU,2021-02-07 22:30:49,53.6039,91.3903,12.2,85,97,4.07
581,Bowen,AU,2021-02-07 22:31:22,-20.0167,148.2333,80.6,94,75,4.61
582,Amatenango Del Valle,MX,2021-02-07 22:31:22,16.5167,-92.45,84.2,48,1,16.11
583,Manzhouli,CN,2021-02-07 22:31:22,49.6,117.4333,-10.73,82,0,2.28
584,Takeo,KH,2021-02-07 22:31:22,10.9167,104.8333,75.65,80,62,7.23
585,Laguna,US,2021-02-07 22:29:04,38.421,-121.4238,66.99,42,1,4.36
586,Simbahan,PH,2021-02-07 22:31:23,6.3032,120.5836,81.23,82,100,7.81
587,Paamiut,GL,2021-02-07 22:29:49,61.994,-49.6678,27.03,84,57,10.13
